player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,Season,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Federico Di Francesco,it ITA,"FW,MF",Sassuolo,it Serie A,24,1994,19.0,14.0,1074.0,2.0,2.0,0.0,0.0,2.0,0.0,0.17,0.17,0.34,0.17,0.34,3.2,3.2,0.27,0.27,2018-2019,11.9,11.0,0.0,44.0,0.92,0.08,0.18,0.13,-1.2,-1.2,318.0,389.0,81.7,4249.0,972.0,194.0,220.0,88.2,83.0,98.0,84.7,15.0,23.0,65.2,10.0,11.0,10.0,1.0,29.0,365.0,23.0,2.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,21.0,1.0,13.0,28.0,2.35,25.0,0.0,0.0,3.0,6.0,0.5,5.0,0.0,0.0,1.0,0.0,10.0,6.0,3.0,4.0,3.0,12.0,1.0,11.0,5.0,5.0,0.0,506.0,6.0,91.0,187.0,234.0,46.0,506.0,336.0,38.0,25.0,11.0,380.0,26.0,19.0,0.0,25.0,18.0,7.0,1.0,0.0,0.0,46.0,4.0,10.0,28.6
Antonio Di Gaudio,it ITA,FW,Parma,it Serie A,28,1989,12.0,9.0,699.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,1.4,1.4,0.18,0.18,2018-2019,7.8,2.0,0.0,15.4,0.26,0.0,0.0,0.11,-1.4,-1.4,67.0,118.0,56.8,741.0,239.0,44.0,65.0,67.7,17.0,26.0,65.4,0.0,3.0,0.0,4.0,4.0,2.0,0.0,8.0,116.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,9.0,1.16,5.0,0.0,1.0,2.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,6.0,1.0,5.0,3.0,5.0,0.0,212.0,3.0,38.0,80.0,98.0,32.0,212.0,143.0,26.0,16.0,9.0,150.0,29.0,8.0,0.0,3.0,14.0,5.0,0.0,0.0,0.0,26.0,2.0,4.0,33.3
Giovanni Di Lorenzo,it ITA,"DF,FW",Empoli,it Serie A,24,1993,37.0,37.0,3330.0,5.0,3.0,0.0,0.0,8.0,0.0,0.14,0.08,0.22,0.14,0.22,3.6,3.3,0.1,0.09,2018-2019,37.0,9.0,0.0,42.9,0.24,0.24,0.56,0.16,1.4,1.7,1681.0,2186.0,76.9,25450.0,10834.0,941.0,1055.0,89.2,574.0,748.0,76.7,106.0,218.0,48.6,39.0,151.0,71.0,14.0,241.0,1862.0,316.0,38.0,4.0,6.0,124.0,0.0,0.0,0.0,0.0,278.0,8.0,69.0,82.0,2.22,66.0,5.0,3.0,2.0,12.0,0.32,9.0,0.0,1.0,0.0,0.0,66.0,43.0,38.0,23.0,5.0,34.0,13.0,21.0,36.0,93.0,3.0,2563.0,140.0,593.0,1161.0,835.0,69.0,2563.0,1510.0,83.0,72.0,12.0,1728.0,41.0,44.0,0.0,46.0,54.0,2.0,0.0,0.0,0.0,189.0,37.0,36.0,50.7
Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,30,1988,30.0,28.0,2324.0,12.0,11.0,0.0,0.0,2.0,0.0,0.46,0.43,0.89,0.46,0.89,8.7,8.7,0.34,0.34,2018-2019,25.8,30.0,9.0,30.9,1.16,0.12,0.4,0.09,3.3,3.3,1042.0,1439.0,72.4,15546.0,4506.0,571.0,676.0,84.5,302.0,405.0,74.6,86.0,200.0,43.0,55.0,90.0,58.0,6.0,151.0,1295.0,136.0,39.0,26.0,16.0,149.0,72.0,41.0,14.0,1.0,20.0,8.0,34.0,103.0,3.99,69.0,15.0,6.0,4.0,26.0,1.01,15.0,4.0,2.0,1.0,0.0,29.0,17.0,12.0,10.0,7.0,24.0,1.0,23.0,16.0,4.0,0.0,1748.0,16.0,119.0,711.0,937.0,136.0,1747.0,1086.0,98.0,74.0,35.0,1342.0,48.0,44.0,0.0,11.0,19.0,6.0,1.0,0.0,0.0,100.0,0.0,2.0,0.0
Franco Di Santo,ar ARG,FW,Rayo Vallecano,es La Liga,29,1989,6.0,1.0,172.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,38.0,60.5,317.0,24.0,13.0,20.0,65.0,8.0,14.0,57.1,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,31.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,54.0,2.0,5.0,27.0,22.0,4.0,54.0,21.0,1.0,0.0,0.0,34.0,4.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,4.0,8.0,6.0,57.1
Franco Di Santo,ar ARG,"MF,FW",Schalke 04,de Bundesliga,29,1989,4.0,3.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.08,0.08,2018-2019,2.7,1.0,0.0,33.3,0.37,0.0,0.0,0.07,-0.2,-0.2,36.0,70.0,51.4,478.0,115.0,24.0,39.0,61.5,7.0,15.0,46.7,3.0,8.0,37.5,4.0,1.0,3.0,3.0,2.0,67.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,1.84,3.0,0.0,0.0,1.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,94.0,3.0,12.0,39.0,46.0,9.0,94.0,46.0,7.0,3.0,1.0,62.0,7.0,4.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,9.0,8.0,11.0,42.1
Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,21,1996,18.0,8.0,747.0,3.0,0.0,0.0,0.0,2.0,0.0,0.36,0.0,0.36,0.36,0.36,3.7,3.7,0.44,0.44,2018-2019,8.3,9.0,0.0,45.0,1.08,0.15,0.33,0.18,-0.7,-0.7,106.0,156.0,67.9,1308.0,265.0,61.0,86.0,70.9,33.0,44.0,75.0,3.0,8.0,37.5,7.0,2.0,5.0,0.0,12.0,145.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,2.89,11.0,0.0,2.0,3.0,3.0,0.36,0.0,0.0,1.0,1.0,0.0,12.0,6.0,3.0,8.0,1.0,4.0,2.0,2.0,4.0,9.0,0.0,274.0,10.0,37.0,123.0,124.0,43.0,274.0,160.0,20.0,12.0,17.0,177.0,28.0,14.0,0.0,9.0,13.0,2.0,1.0,0.0,0.0,34.0,20.0,28.0,41.7
Fousseni Diabaté,ml MLI,FW,Leicester City,eng Premier League,22,1995,1.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,56.3,135.0,32.0,4.0,8.0,50.0,3.0,4.0,75.0,1.0,1.0,100.0,1.0,0.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,6.0,10.0,5.0,0.0,21.0,12.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,33.3
Moussa Diaby,fr FRA,"MF,DF",Paris S-G,fr Ligue 1,19,1999,25.0,10.0,1141.0,2.0,6.0,0.0,0.0,1.0,0.0,0.16,0.47,0.63,0.16,0.63,2.2,2.2,0.18,0.18,2018-2019,12.7,7.0,0.0,30.4,0.55,0.09,0.29,0.1,-0.2,-0.2,447.0,562.0,79.5,5392.0,1118.0,291.0,328.0,88.7,111.0,143.0,77.6,8.0,17.0,47.1,20.0,13.0,20.0,3.0,37.0,541.0,19.0,0.0,6.0,3.0,30.0,4.0,0.0,0.0,0.0,15.0,2.0,19.0,34.0,2.68,27.0,1.0,0.0,0.0,10.0,0.79,8.0,0.0,0.0,0.0,0.0,14.0,8.0,7.0,2.0,5.0,7.0,1.0,6.0,12.0,6.0,0.0,692.0,10.0,75.0,260.0,364.0,68.0,692.0,486.0,60.0,32.0,27.0,552.0,34.0,24.0,0.0,15.0,6.0,2.0,0.0,0.0,0.0,69.0,2.0,9.0,18.2
Adama Diakhaby,fr FRA,"FW,MF",Huddersfield,eng Premier League,22,1996,12.0,6.0,552.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.11,0.11,2018-2019,6.1,3.0,0.0,42.9,0.49,0.0,0.0,0.09,-0.6,-0.6,114.0,162.0,70.4,1546.0,227.0,72.0,93.0,77.4,36.0,46.0,78.3,2.0,8.0,25.0,5.0,3.0,3.0,1.0,5.0,156.0,5.0,0.0,1.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,15.0,2.45,9.0,0.0,2.0,1.0,1.0,0.16,0.0,0.0,1.0,0.0,0.0,6.0,3.0,4.0,1.0,1.0,7.0,0.0,7.0,1.0,2.0,0.0,231.0,2.0,28.0,95.0,115.0,18.0,231.0,171.0,22.0,15.0,9.0,188.0,17.0,22.0,0.0,7.0,9.0,2.0,0.0,0.0,0.0,24.0,6.0,15.0,28.6
Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,21,1996,22.0,16.0,1580.0,2.0,0.0,0.0,0.0,9.0,0.0,0.11,0.0,0.11,0.11,0.11,1.3,1.3,0.07,0.07,2018-2019,17.6,4.0,0.0,36.4,0.23,0.18,0.5,0.12,0.7,0.7,592.0,700.0,84.6,11670.0,4175.0,200.0,225.0,88.9,305.0,338.0,90.2,79.0,118.0,66.9,0.0,24.0,0.0,0.0,48.0,675.0,21.0,21.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,11.0,0.63,8.0,0.0,3.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,14.0,8.0,10.0,4.0,0.0,24.0,16.0,8.0,20.0,94.0,1.0,872.0,143.0,472.0,383.0,23.0,16.0,872.0,443.0,7.0,2.0,0.0,511.0,3.0,2.0,0.0,24.0,9.0,1.0,0.0,2.0,0.0,96.0,36.0,30.0,54.5
Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,17,2001,9.0,7.0,633.0,1.0,0.0,0.0,0.0,2.0,0.0,0.14,0.0,0.14,0.14,0.14,0.1,0.1,0.01,0.01,2018-2019,7.0,1.0,0.0,100.0,0.14,1.0,1.0,0.06,0.9,0.9,265.0,343.0,77.3,4362.0,1404.0,128.0,146.0,87.7,117.0,147.0,79.6,16.0,34.0,47.1,2.0,11.0,0.0,0.0,24.0,266.0,76.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,72.0,1.0,6.0,5.0,0.71,4.0,1.0,0.0,0.0,1.0,0.14,0.0,1.0,0.0,0.0,0.0,15.0,7.0,5.0,9.0,1.0,15.0,3.0,12.0,11.0,29.0,0.0,446.0,28.0,153.0,215.0,80.0,2.0,446.0,180.0,8.0,5.0,0.0,201.0,9.0,6.0,0.0,9.0,7.0,0.0,0.0,1.0,0.0,42.0,22.0,21.0,51.2
Abdou Diallo,sn SEN,DF,Dortmund,de Bundesliga,22,1996,28.0,27.0,2379.0,1.0,1.0,0.0,0.0,1.0,1.0,0.04,0.04,0.08,0.04,0.08,1.6,1.6,0.06,0.06,2018-2019,26.4,4.0,0.0,40.0,0.15,0.1,0.25,0.26,-0.6,-0.6,1730.0,1959.0,88.3,32502.0,11331.0,706.0,760.0,92.9,784.0,858.0,91.4,220.0,289.0,76.1,11.0,123.0,11.0,8.0,125.0,1791.0,165.0,50.0,1.0,13.0,24.0,0.0,0.0,0.0,0.0,115.0,3.0,19.0,21.0,0.79,17.0,0.0,3.0,1.0,2.0,0.08,1.0,0.0,1.0,0.0,0.0,36.0,20.0,20.0,13.0,3.0,28.0,15.0,13.0,26.0,91.0,1.0,2229.0,157.0,803.0,1236.0,212.0,16.0,2229.0,1392.0,46.0,29.0,2.0,1574.0,27.0,16.0,0.0,21.0,12.0,1.0,0.0,0.0,0.0,153.0,49.0,40.0,55.1
Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,26,1992,6.0,6.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,145.0,71.7,2928.0,2168.0,13.0,13.0,100.0,52.0,54.0,96.3,39.0,78.0,50.0,0.0,1.0,0.0,0.0,0.0,96.0,49.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,156.0,139.0,156.0,0.0,0.0,0.0,156.0,80.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,100.0
Mustapha Diallo,sn SEN,MF,Nîmes,fr Ligue 1,32,1986,7.0,6.0,455.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.2,0.2,0.0,0.2,0.4,0.4,0.07,0.07,2018-2019,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.4,-0.4,116.0,176.0,65.9,1838.0,545.0,56.0,79.0,70.9,45.0,64.0,70.3,10.0,18.0,55.6,2.0,8.0,1.0,0.0,14.0,173.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.4,2.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,16.0,11.0,6.0,9.0,1.0,7.0,1.0,6.0,10.0,14.0,1.0,239.0,13.0,65.0,152.0,22.0,6.0,239.0,73.0,0.0,0.0,0.0,91.0,10.0,1.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0,29.0,28.0,13.0,68.3
Mohamed Diamé,sn SEN,MF,Newcastle Utd,eng Premier League,31,1987,29.0,24.0,2166.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04,0.04,2018-2019,24.1,3.0,0.0,15.0,0.12,0.0,0.0,0.05,-1.0,-1.0,569.0,749.0,76.0,9103.0,2289.0,288.0,347.0,83.0,180.0,219.0,82.2,60.0,111.0,54.1,2.0,44.0,8.0,1.0,58.0,737.0,10.0,1.0,5.0,13.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,33.0,1.37,20.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,46.0,35.0,36.0,5.0,42.0,9.0,33.0,30.0,39.0,1.0,1050.0,47.0,276.0,614.0,169.0,16.0,1050.0,449.0,17.0,16.0,3.0,562.0,31.0,38.0,0.0,36.0,20.0,0.0,0.0,0.0,0.0,144.0,34.0,46.0,42.5
Grady Diangana,eng ENG,"MF,FW",West Ham,eng Premier League,20,1998,17.0,6.0,609.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.5,0.5,0.08,0.08,2018-2019,6.8,3.0,0.0,30.0,0.44,0.0,0.0,0.05,-0.5,-0.5,196.0,265.0,74.0,2575.0,646.0,122.0,150.0,81.3,45.0,56.0,80.4,10.0,20.0,50.0,12.0,13.0,6.0,0.0,21.0,252.0,8.0,1.0,0.0,1.0,14.0,5.0,3.0,0.0,2.0,2.0,5.0,9.0,28.0,4.14,20.0,2.0,1.0,2.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,20.0,9.0,8.0,8.0,4.0,11.0,0.0,11.0,1.0,4.0,0.0,384.0,8.0,59.0,179.0,158.0,30.0,384.0,210.0,20.0,14.0,13.0,255.0,28.0,19.0,0.0,4.0,10.0,1.0,0.0,0.0,0.0,38.0,7.0,20.0,25.9
Lassana Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,33,1985,3.0,2.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,146.0,89.7,2005.0,506.0,68.0,72.0,94.4,50.0,57.0,87.7,6.0,10.0,60.0,1.0,7.0,0.0,0.0,11.0,145.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,159.0,2.0,21.0,130.0,10.0,0.0,159.0,112.0,0.0,3.0,0.0,136.0,2.0,6.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,33.3
Amadou Diawara,gn GUI,MF,Napoli,it Serie A,21,1997,13.0,8.0,661.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.06,0.06,2018-2019,7.3,1.0,0.0,10.0,0.14,0.0,0.0,0.04,-0.4,-0.4,504.0,545.0,92.5,8769.0,1914.0,239.0,253.0,94.5,197.0,202.0,97.5,58.0,70.0,82.9,5.0,51.0,2.0,0.0,40.0,537.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,21.0,2.86,16.0,0.0,1.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,9.0,2.0,6.0,0.0,6.0,11.0,12.0,0.0,618.0,19.0,86.0,455.0,85.0,3.0,618.0,431.0,3.0,14.0,0.0,475.0,5.0,6.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,56.0,6.0,4.0,60.0
Brahim Díaz,es ESP,FW,Real Madrid,es La Liga,18,1999,9.0,5.0,376.0,1.0,1.0,0.0,0.0,0.0,0.0,0.24,0.24,0.48,0.24,0.48,1.2,1.2,0.29,0.29,2018-2019,4.2,5.0,0.0,71.4,1.2,0.14,0.2,0.17,-0.2,-0.2,142.0,170.0,83.5,1790.0,399.0,97.0,106.0,91.5,36.0,46.0,78.3,4.0,6.0,66.7,7.0,11.0,4.0,0.0,12.0,166.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,21.0,5.03,11.0,0.0,0.0,3.0,3.0,0.72,1.0,0.0,0.0,0.0,0.0,9.0,7.0,5.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,233.0,0.0,21.0,104.0,109.0,35.0,233.0,173.0,17.0,10.0,11.0,204.0,18.0,8.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0
Javier Díaz,es ESP,GK,Sevilla,es La Liga,21,1997,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,23.0,56.5,366.0,264.0,3.0,3.0,100.0,5.0,5.0,100.0,5.0,15.0,33.3,0.0,0.0,0.0,0.0,0.0,16.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,24.0,26.0,0.0,0.0,0.0,26.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28,1989,34.0,32.0,2942.0,1.0,1.0,0.0,0.0,5.0,1.0,0.03,0.03,0.06,0.03,0.06,1.3,1.3,0.04,0.04,2018-2019,32.7,2.0,0.0,18.2,0.06,0.09,0.5,0.12,-0.3,-0.3,1090.0,1435.0,76.0,18209.0,6703.0,524.0,603.0,86.9,465.0,579.0,80.3,77.0,179.0,43.0,7.0,69.0,11.0,6.0,94.0,1250.0,180.0,28.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,152.0,5.0,31.0,21.0,0.64,17.0,1.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,38.0,26.0,18.0,16.0,4.0,40.0,21.0,19.0,44.0,102.0,0.0,1737.0,137.0,655.0,847.0,247.0,18.0,1737.0,893.0,37.0,29.0,3.0,945.0,19.0,16.0,0.0,36.0,15.0,2.0,0.0,1.0,0.0,181.0,51.0,59.0,46.4
Lorenzo Dickmann,it ITA,"DF,MF",SPAL,it Serie A,21,1996,6.0,2.0,175.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.06,0.06,2018-2019,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-0.1,-0.1,45.0,58.0,77.6,564.0,135.0,33.0,36.0,91.7,8.0,10.0,80.0,1.0,4.0,25.0,0.0,1.0,0.0,0.0,2.0,47.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,73.0,3.0,34.0,26.0,15.0,1.0,73.0,36.0,0.0,0.0,0.0,35.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,13.0,3.0,4.0,42.9
Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,28,1990,20.0,8.0,956.0,2.0,2.0,0.0,0.0,0.0,0.0,0.19,0.19,0.38,0.19,0.38,1.9,1.9,0.18,0.18,2018-2019,10.6,9.0,2.0,37.5,0.85,0.08,0.22,0.08,0.1,0.1,327.0,466.0,70.2,5180.0,1565.0,167.0,192.0,87.0,102.0,137.0,74.5,35.0,85.0,41.2,28.0,33.0,15.0,5.0,45.0,391.0,72.0,27.0,3.0,1.0,74.0,35.0,20.0,13.0,0.0,8.0,3.0,16.0,62.0,5.84,37.0,13.0,2.0,6.0,4.0,0.38,3.0,0.0,0.0,0.0,0.0,21.0,15.0,8.0,10.0,3.0,11.0,1.0,10.0,4.0,5.0,0.0,589.0,6.0,55.0,317.0,228.0,27.0,589.0,324.0,29.0,17.0,4.0,417.0,32.0,21.0,0.0,12.0,30.0,6.0,0.0,0.0,0.0,61.0,6.0,16.0,27.3
Étienne Didot,fr FRA,MF,Guingamp,fr Ligue 1,35,1983,31.0,23.0,2105.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.09,0.04,0.09,0.8,0.8,0.03,0.03,2018-2019,23.4,2.0,1.0,8.3,0.09,0.04,0.5,0.03,0.2,0.2,924.0,1221.0,75.7,18058.0,5751.0,377.0,442.0,85.3,361.0,449.0,80.4,161.0,268.0,60.1,17.0,118.0,16.0,1.0,150.0,1134.0,82.0,60.0,1.0,29.0,40.0,17.0,10.0,5.0,0.0,5.0,5.0,19.0,45.0,1.92,32.0,7.0,0.0,5.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,41.0,29.0,12.0,27.0,2.0,37.0,10.0,27.0,37.0,35.0,0.0,1448.0,51.0,274.0,937.0,246.0,13.0,1448.0,626.0,15.0,11.0,2.0,850.0,21.0,27.0,0.0,42.0,28.0,3.0,0.0,0.0,0.0,152.0,23.0,37.0,38.3
Adrián Diéguez,es ESP,DF,Huesca,es La Liga,22,1996,9.0,8.0,749.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.02,2018-2019,8.3,1.0,0.0,100.0,0.12,0.0,0.0,0.13,-0.1,-0.1,151.0,208.0,72.6,2766.0,1141.0,65.0,76.0,85.5,68.0,86.0,79.1,15.0,41.0,36.6,1.0,3.0,0.0,0.0,8.0,190.0,18.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.48,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,11.0,4.0,1.0,9.0,4.0,5.0,12.0,46.0,1.0,306.0,44.0,180.0,118.0,11.0,3.0,306.0,110.0,2.0,3.0,0.0,117.0,8.0,1.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,35.0,17.0,13.0,56.7
Eric Dier,eng ENG,"MF,DF",Tottenham,eng Premier League,24,1994,20.0,18.0,1506.0,3.0,0.0,0.0,0.0,4.0,0.0,0.18,0.0,0.18,0.18,0.18,1.0,1.0,0.06,0.06,2018-2019,16.7,3.0,0.0,33.3,0.18,0.33,1.0,0.11,2.0,2.0,923.0,1093.0,84.4,15766.0,4675.0,412.0,462.0,89.2,416.0,470.0,88.5,70.0,114.0,61.4,8.0,76.0,14.0,1.0,95.0,1066.0,26.0,23.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,19.0,22.0,1.31,19.0,0.0,0.0,2.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,26.0,16.0,7.0,15.0,4.0,27.0,12.0,15.0,21.0,46.0,1.0,1253.0,63.0,363.0,785.0,110.0,14.0,1253.0,771.0,18.0,19.0,2.0,905.0,12.0,9.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,79.0,35.0,31.0,53.0
