player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,Season,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Daniele Ragatzu,it ITA,"MF,FW",Cagliari,it Serie A,27,1991,13.0,2.0,313.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29,0.0,0.29,0.29,0.29,0.8,0.8,0.24,0.24,2019-2020,3.5,4.0,0.0,50.0,1.15,0.13,0.25,0.1,0.2,0.2,137.0,171.0,80.1,2136.0,405.0,78.0,87.0,89.7,41.0,53.0,77.4,13.0,21.0,61.9,8.0,11.0,7.0,1.0,16.0,165.0,6.0,1.0,0.0,2.0,9.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,17.0,4.89,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,210.0,6.0,23.0,84.0,108.0,14.0,210.0,150.0,12.0,11.0,3.0,162.0,7.0,4.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0
Baba Rahman,gh GHA,DF,Mallorca,es La Liga,25,1994,2.0,2.0,108.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.05,2019-2020,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.1,-0.1,37.0,58.0,63.8,642.0,271.0,19.0,25.0,76.0,12.0,20.0,60.0,5.0,10.0,50.0,0.0,3.0,1.0,1.0,5.0,41.0,16.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,72.0,5.0,18.0,30.0,25.0,1.0,72.0,25.0,4.0,2.0,0.0,27.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,25.0
Antonio Raillo,es ESP,DF,Mallorca,es La Liga,27,1991,32.0,32.0,2775.0,1.0,0.0,0.0,0.0,9.0,1.0,0.03,0.0,0.03,0.03,0.03,2.0,2.0,0.07,0.07,2019-2020,30.8,2.0,0.0,14.3,0.06,0.07,0.5,0.14,-1.0,-1.0,970.0,1178.0,82.3,18902.0,7941.0,328.0,372.0,88.2,502.0,557.0,90.1,117.0,210.0,55.7,6.0,41.0,1.0,0.0,57.0,1107.0,68.0,64.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,14.0,0.45,12.0,0.0,0.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,31.0,21.0,24.0,7.0,0.0,31.0,26.0,5.0,22.0,112.0,1.0,1415.0,223.0,848.0,528.0,51.0,27.0,1415.0,829.0,10.0,7.0,2.0,831.0,13.0,1.0,1.0,32.0,16.0,3.0,0.0,2.0,0.0,126.0,66.0,42.0,61.1
Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,23,1995,27.0,27.0,2430.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,1006.0,73.8,20379.0,12797.0,92.0,92.0,100.0,417.0,418.0,99.8,232.0,493.0,47.1,1.0,17.0,1.0,0.0,1.0,708.0,296.0,94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1064.0,793.0,1041.0,26.0,0.0,0.0,1064.0,557.0,0.0,0.0,0.0,491.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,100.0
Ivan Rakitić,hr CRO,MF,Barcelona,es La Liga,31,1988,31.0,16.0,1589.0,1.0,3.0,0.0,0.0,5.0,0.0,0.06,0.17,0.23,0.06,0.23,2.1,2.1,0.12,0.12,2019-2020,17.7,7.0,1.0,29.2,0.4,0.04,0.14,0.09,-1.1,-1.1,1323.0,1497.0,88.4,20118.0,4832.0,693.0,751.0,92.3,461.0,496.0,92.9,91.0,133.0,68.4,18.0,111.0,19.0,0.0,114.0,1419.0,73.0,34.0,1.0,11.0,32.0,31.0,20.0,2.0,0.0,8.0,5.0,13.0,40.0,2.27,31.0,6.0,0.0,3.0,4.0,0.23,4.0,0.0,0.0,0.0,0.0,27.0,14.0,8.0,15.0,4.0,19.0,6.0,13.0,15.0,18.0,1.0,1646.0,44.0,277.0,931.0,446.0,31.0,1646.0,1012.0,27.0,38.0,5.0,1316.0,13.0,17.0,0.0,20.0,38.0,1.0,0.0,0.0,0.0,106.0,17.0,20.0,45.9
Benito Raman,be BEL,FW,Schalke 04,de Bundesliga,24,1994,25.0,19.0,1601.0,4.0,3.0,0.0,0.0,2.0,0.0,0.22,0.17,0.39,0.22,0.39,4.3,4.3,0.24,0.24,2019-2020,17.8,16.0,0.0,47.1,0.9,0.12,0.25,0.13,-0.3,-0.3,220.0,346.0,63.6,3347.0,724.0,122.0,169.0,72.2,64.0,92.0,69.6,19.0,34.0,55.9,15.0,13.0,7.0,2.0,22.0,309.0,34.0,1.0,0.0,7.0,19.0,1.0,1.0,0.0,0.0,11.0,3.0,18.0,27.0,1.52,18.0,0.0,3.0,2.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,18.0,9.0,4.0,9.0,5.0,11.0,1.0,10.0,7.0,1.0,0.0,516.0,5.0,61.0,209.0,257.0,63.0,516.0,278.0,32.0,19.0,15.0,311.0,44.0,19.0,0.0,19.0,9.0,17.0,0.0,0.0,0.0,60.0,6.0,30.0,16.7
Gastón Ramírez,uy URU,"MF,FW",Sampdoria,it Serie A,28,1990,26.0,19.0,1392.0,7.0,2.0,3.0,3.0,5.0,0.0,0.45,0.13,0.58,0.26,0.39,5.9,3.5,0.38,0.23,2019-2020,15.5,15.0,5.0,40.5,0.97,0.11,0.27,0.09,1.1,0.5,464.0,657.0,70.6,7572.0,2357.0,255.0,292.0,87.3,129.0,172.0,75.0,58.0,142.0,40.8,34.0,45.0,23.0,3.0,76.0,539.0,116.0,47.0,4.0,6.0,105.0,59.0,32.0,24.0,0.0,5.0,2.0,10.0,88.0,5.69,42.0,24.0,4.0,9.0,6.0,0.39,3.0,0.0,1.0,1.0,1.0,32.0,21.0,7.0,16.0,9.0,28.0,2.0,26.0,11.0,10.0,0.0,878.0,11.0,99.0,385.0,415.0,49.0,875.0,465.0,55.0,38.0,7.0,575.0,49.0,25.0,0.0,32.0,42.0,3.0,0.0,1.0,0.0,71.0,33.0,46.0,41.8
Sandro Ramírez,es ESP,"FW,MF",Valladolid,es La Liga,24,1995,24.0,15.0,1306.0,3.0,1.0,0.0,1.0,2.0,0.0,0.21,0.07,0.28,0.21,0.28,4.7,3.9,0.32,0.27,2019-2020,14.5,17.0,3.0,39.5,1.17,0.07,0.18,0.09,-1.7,-0.9,254.0,364.0,69.8,4182.0,890.0,130.0,164.0,79.3,92.0,124.0,74.2,23.0,42.0,54.8,12.0,16.0,8.0,3.0,37.0,322.0,37.0,0.0,2.0,4.0,36.0,20.0,14.0,3.0,0.0,1.0,5.0,10.0,37.0,2.55,20.0,3.0,2.0,6.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,12.0,10.0,2.0,6.0,4.0,11.0,1.0,10.0,7.0,2.0,0.0,531.0,3.0,40.0,251.0,249.0,51.0,530.0,361.0,19.0,12.0,9.0,392.0,40.0,20.0,0.0,15.0,42.0,10.0,1.0,0.0,0.0,45.0,9.0,22.0,29.0
Iván Ramis,es ESP,DF,Eibar,es La Liga,34,1984,7.0,6.0,457.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,0.2,0.2,0.3,0.3,0.07,0.07,2019-2020,5.1,2.0,0.0,50.0,0.39,0.25,0.5,0.09,0.7,0.7,174.0,224.0,77.7,3799.0,1225.0,48.0,56.0,85.7,97.0,111.0,87.4,27.0,51.0,52.9,1.0,6.0,0.0,0.0,14.0,211.0,12.0,12.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,4.0,23.0,2.0,268.0,24.0,94.0,170.0,8.0,5.0,268.0,133.0,2.0,1.0,0.0,125.0,3.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,34.0,21.0,10.0,67.7
Adrián Ramos,co COL,"FW,MF",Granada,es La Liga,33,1986,7.0,2.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.17,0.17,2019-2020,2.5,1.0,0.0,16.7,0.4,0.0,0.0,0.07,-0.4,-0.4,51.0,81.0,63.0,630.0,177.0,32.0,46.0,69.6,12.0,22.0,54.5,1.0,1.0,100.0,2.0,12.0,4.0,0.0,12.0,77.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,2.39,3.0,0.0,2.0,1.0,1.0,0.4,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,112.0,1.0,3.0,44.0,66.0,15.0,112.0,61.0,1.0,1.0,0.0,89.0,6.0,2.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,9.0,15.0,23.0,39.5
Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,33,1986,35.0,35.0,3013.0,11.0,0.0,6.0,6.0,10.0,0.0,0.33,0.0,0.33,0.15,0.15,10.2,5.4,0.3,0.16,2019-2020,33.5,11.0,4.0,33.3,0.33,0.15,0.45,0.16,0.8,-0.4,1963.0,2164.0,90.7,40705.0,16148.0,683.0,732.0,93.3,938.0,985.0,95.2,319.0,398.0,80.2,5.0,174.0,9.0,0.0,166.0,2080.0,78.0,72.0,1.0,71.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,23.0,0.69,19.0,0.0,1.0,2.0,2.0,0.06,1.0,0.0,0.0,1.0,0.0,46.0,31.0,26.0,17.0,3.0,22.0,9.0,13.0,49.0,102.0,4.0,2448.0,263.0,1186.0,1156.0,124.0,51.0,2442.0,1471.0,21.0,18.0,2.0,1726.0,13.0,4.0,0.0,52.0,28.0,7.0,1.0,1.0,0.0,211.0,67.0,50.0,57.3
Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,21,1998,37.0,37.0,3330.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,2019-2020,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,1136.0,59.4,20764.0,15997.0,124.0,128.0,96.9,308.0,310.0,99.4,242.0,689.0,35.1,2.0,20.0,1.0,1.0,0.0,707.0,424.0,136.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.08,2.0,1.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1246.0,1088.0,1232.0,13.0,1.0,0.0,1246.0,662.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,17.0,10.0,4.0,71.4
Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,28,1990,24.0,11.0,1051.0,3.0,1.0,0.0,0.0,2.0,0.0,0.26,0.09,0.34,0.26,0.34,2.5,2.5,0.22,0.22,2019-2020,11.7,9.0,0.0,32.1,0.77,0.11,0.33,0.09,0.5,0.5,632.0,736.0,85.9,8264.0,1733.0,393.0,434.0,90.6,165.0,187.0,88.2,25.0,43.0,58.1,20.0,59.0,8.0,1.0,58.0,716.0,18.0,8.0,2.0,2.0,18.0,3.0,2.0,1.0,0.0,6.0,2.0,10.0,49.0,4.19,41.0,0.0,2.0,2.0,4.0,0.34,3.0,0.0,0.0,1.0,0.0,20.0,15.0,6.0,8.0,6.0,18.0,3.0,15.0,11.0,12.0,0.0,885.0,15.0,98.0,420.0,372.0,53.0,885.0,567.0,22.0,22.0,5.0,705.0,29.0,18.0,0.0,22.0,18.0,2.0,0.0,0.0,0.0,62.0,12.0,7.0,63.2
Darren Randolph,ie IRL,GK,West Ham,eng Premier League,32,1987,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,41.0,53.7,968.0,911.0,2.0,2.0,100.0,4.0,4.0,100.0,16.0,34.0,47.1,0.0,1.0,0.0,0.0,0.0,22.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,48.0,42.0,48.0,0.0,0.0,0.0,48.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,20,1999,3.0,2.0,232.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.05,2019-2020,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-0.1,-0.1,134.0,166.0,80.7,2571.0,1185.0,42.0,47.0,89.4,81.0,90.0,90.0,11.0,24.0,45.8,5.0,14.0,1.0,1.0,14.0,153.0,13.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,8.0,3.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0,0.0,185.0,9.0,64.0,98.0,23.0,4.0,185.0,109.0,5.0,2.0,1.0,119.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,14.0,7.0,5.0,58.3
Andrea Ranocchia,it ITA,DF,Inter,it Serie A,31,1988,7.0,5.0,526.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.09,0.09,2019-2020,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-0.5,-0.5,298.0,342.0,87.1,6873.0,2757.0,57.0,68.0,83.8,181.0,201.0,90.0,57.0,66.0,86.4,1.0,12.0,0.0,0.0,11.0,330.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.34,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,10.0,7.0,0.0,11.0,6.0,5.0,8.0,18.0,0.0,414.0,41.0,233.0,176.0,8.0,6.0,414.0,233.0,3.0,3.0,1.0,270.0,3.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,28.0,29.0,11.0,72.5
Raphinha,br BRA,"MF,FW",Rennes,fr Ligue 1,22,1996,22.0,20.0,1690.0,5.0,3.0,1.0,1.0,4.0,0.0,0.27,0.16,0.43,0.21,0.37,5.2,4.1,0.28,0.22,2019-2020,18.8,13.0,8.0,31.0,0.69,0.1,0.31,0.1,-0.2,-0.1,444.0,678.0,65.5,7588.0,2733.0,228.0,287.0,79.4,147.0,210.0,70.0,51.0,116.0,44.0,42.0,36.0,20.0,4.0,69.0,587.0,87.0,24.0,3.0,9.0,93.0,49.0,28.0,16.0,0.0,13.0,4.0,22.0,90.0,4.79,50.0,15.0,4.0,6.0,5.0,0.27,5.0,0.0,0.0,0.0,0.0,22.0,18.0,5.0,12.0,5.0,23.0,1.0,22.0,17.0,14.0,1.0,949.0,14.0,104.0,422.0,446.0,77.0,948.0,609.0,64.0,47.0,33.0,622.0,47.0,33.0,0.0,19.0,32.0,3.0,0.0,0.0,0.0,98.0,14.0,22.0,38.9
Tobias Raschl,de GER,MF,Dortmund,de Bundesliga,19,2000,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,87.5,272.0,17.0,5.0,6.0,83.3,8.0,8.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,1.0,4.0,8.0,7.0,0.0,19.0,9.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,21,1997,31.0,31.0,2643.0,17.0,7.0,6.0,8.0,3.0,0.0,0.58,0.24,0.82,0.37,0.61,19.2,12.9,0.65,0.44,2019-2020,29.4,37.0,16.0,42.5,1.26,0.13,0.3,0.15,-2.2,-1.9,745.0,989.0,75.3,10954.0,2747.0,421.0,527.0,79.9,228.0,276.0,82.6,49.0,88.0,55.7,33.0,48.0,61.0,3.0,124.0,960.0,25.0,3.0,10.0,10.0,33.0,8.0,7.0,0.0,0.0,11.0,4.0,18.0,95.0,3.23,66.0,2.0,4.0,10.0,19.0,0.65,12.0,0.0,0.0,4.0,0.0,13.0,9.0,1.0,6.0,6.0,23.0,0.0,23.0,10.0,19.0,0.0,1344.0,21.0,75.0,463.0,823.0,152.0,1336.0,802.0,105.0,80.0,49.0,1077.0,66.0,34.0,0.0,21.0,45.0,13.0,4.0,0.0,0.0,81.0,20.0,43.0,31.7
Milot Rashica,xk KVX,FW,Werder Bremen,de Bundesliga,23,1996,28.0,27.0,2264.0,8.0,5.0,2.0,3.0,2.0,0.0,0.32,0.2,0.52,0.24,0.44,6.0,3.7,0.24,0.15,2019-2020,25.2,26.0,5.0,37.1,1.03,0.09,0.23,0.05,2.0,2.3,461.0,698.0,66.0,7982.0,1829.0,231.0,283.0,81.6,146.0,218.0,67.0,58.0,128.0,45.3,40.0,29.0,21.0,8.0,45.0,597.0,100.0,23.0,2.0,8.0,131.0,45.0,21.0,23.0,0.0,9.0,1.0,24.0,89.0,3.54,46.0,12.0,8.0,7.0,11.0,0.44,6.0,1.0,2.0,0.0,0.0,21.0,14.0,13.0,6.0,2.0,15.0,2.0,13.0,6.0,16.0,1.0,1032.0,12.0,125.0,413.0,522.0,77.0,1029.0,725.0,81.0,58.0,36.0,700.0,87.0,53.0,0.0,28.0,48.0,8.0,0.0,0.0,0.0,111.0,13.0,28.0,31.7
Giacomo Raspadori,it ITA,"MF,FW",Sassuolo,it Serie A,19,2000,11.0,2.0,264.0,2.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.68,0.68,1.3,1.3,0.45,0.45,2019-2020,2.9,5.0,0.0,45.5,1.7,0.18,0.4,0.12,0.7,0.7,90.0,111.0,81.1,1301.0,222.0,56.0,62.0,90.3,23.0,28.0,82.1,6.0,7.0,85.7,5.0,8.0,3.0,1.0,10.0,109.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,12.0,4.09,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,5.0,2.0,1.0,5.0,0.0,5.0,1.0,0.0,0.0,158.0,0.0,18.0,63.0,78.0,18.0,158.0,102.0,7.0,7.0,2.0,124.0,8.0,4.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,12.0,1.0,8.0,11.1
Raúl,es ESP,"FW,MF",Betis,es La Liga,18,2000,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,57.1,53.0,11.0,3.0,5.0,60.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,4.0,3.0,0.0,9.0,5.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,33.3
Ante Rebić,hr CRO,"FW,MF",Milan,it Serie A,25,1993,26.0,15.0,1395.0,11.0,3.0,0.0,0.0,5.0,0.0,0.71,0.19,0.9,0.71,0.9,6.8,6.8,0.44,0.44,2019-2020,15.5,20.0,0.0,47.6,1.29,0.26,0.55,0.17,4.2,4.2,253.0,420.0,60.2,3677.0,1026.0,153.0,211.0,72.5,67.0,114.0,58.8,19.0,45.0,42.2,32.0,17.0,25.0,5.0,33.0,398.0,19.0,0.0,0.0,2.0,48.0,4.0,2.0,0.0,0.0,10.0,3.0,18.0,56.0,3.61,41.0,0.0,6.0,3.0,9.0,0.58,4.0,0.0,3.0,1.0,0.0,16.0,11.0,4.0,9.0,3.0,14.0,1.0,13.0,3.0,12.0,0.0,615.0,16.0,52.0,201.0,384.0,100.0,615.0,390.0,51.0,33.0,32.0,452.0,54.0,20.0,0.0,27.0,14.0,3.0,0.0,0.0,0.0,59.0,17.0,23.0,42.5
Ante Rebić,hr CRO,"FW,MF",Eint Frankfurt,de Bundesliga,25,1993,1.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.12,0.12,2019-2020,1.0,1.0,1.0,50.0,1.0,0.0,0.0,0.06,-0.1,-0.1,8.0,17.0,47.1,98.0,17.0,6.0,9.0,66.7,2.0,2.0,100.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,1.0,1.0,9.0,21.0,6.0,31.0,19.0,2.0,1.0,2.0,22.0,7.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,16.7
Arkadiusz Reca,pl POL,DF,SPAL,it Serie A,24,1995,25.0,22.0,1928.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,1.8,1.8,0.08,0.08,2019-2020,21.4,4.0,0.0,21.1,0.19,0.0,0.0,0.09,-1.8,-1.8,686.0,935.0,73.4,10932.0,4568.0,377.0,431.0,87.5,248.0,342.0,72.5,50.0,115.0,43.5,26.0,58.0,14.0,8.0,70.0,752.0,182.0,6.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,176.0,1.0,32.0,50.0,2.33,35.0,8.0,2.0,2.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,38.0,23.0,22.0,10.0,6.0,15.0,2.0,13.0,32.0,48.0,1.0,1165.0,64.0,351.0,477.0,349.0,44.0,1165.0,584.0,78.0,40.0,17.0,669.0,36.0,19.0,0.0,25.0,12.0,3.0,0.0,1.0,0.0,95.0,15.0,16.0,48.4
Recio,es ESP,MF,Leganés,es La Liga,28,1991,25.0,18.0,1570.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.07,0.07,2019-2020,17.4,8.0,1.0,33.3,0.46,0.0,0.0,0.05,-1.1,-1.1,736.0,862.0,85.4,11362.0,2924.0,406.0,434.0,93.5,243.0,275.0,88.4,58.0,90.0,64.4,10.0,65.0,7.0,2.0,92.0,819.0,40.0,33.0,0.0,14.0,22.0,4.0,1.0,2.0,0.0,3.0,3.0,19.0,37.0,2.12,24.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,19.0,13.0,12.0,5.0,14.0,3.0,11.0,22.0,9.0,0.0,1027.0,20.0,164.0,633.0,240.0,12.0,1027.0,606.0,21.0,15.0,1.0,712.0,20.0,19.0,0.0,45.0,44.0,1.0,0.0,0.0,0.0,106.0,5.0,14.0,26.3
Daishawn Redan,nl NED,MF,Hertha BSC,de Bundesliga,18,2001,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.64,0.64,2019-2020,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.15,-0.2,-0.2,7.0,7.0,100.0,58.0,8.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,7.0,1.0,1.0,9.0,7.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
